label,true_label,confidence,radius,neighbors,grid,threshold
0,0,7928.758812525991,10,8,46,42911
2,1,7980.942646104274,10,8,46,42911
3,2,8034.425637093411,10,8,46,42911
1,3,8098.026386070486,10,8,46,42911
