label,true_label,confidence,radius,neighbors,grid,threshold
0,0,158.27692281613062,7,8,8,15444
2,1,161.73413103173021,7,8,8,15444
0,2,164.85947857401771,7,8,8,15444
0,3,163.84662567689114,7,8,8,15444
