label,true_label,confidence,radius,neighbors,grid,threshold
0,0,1.6944310110936702,76,8,1,15423
0,1,1.4809750114992861,76,8,1,15423
1,2,1.77356232562325,76,8,1,15423
1,3,1.3827153013852216,76,8,1,15423
