label,true_label,confidence,radius,neighbors,grid,threshold
0,0,13900.638095238093,20,8,61,42752
2,1,13808.071428571433,20,8,61,42752
1,2,14159.485714285709,20,8,61,42752
3,3,13890.452380952369,20,8,61,42752
