label,true_label,confidence,radius,neighbors,grid,threshold
0,0,1860.6380952380957,77,8,22,42953
2,1,1718.966666666667,77,8,22,42953
1,2,1811.1666666666672,77,8,22,42953
3,3,1783.3476190476197,77,8,22,42953
