label,true_label,confidence,radius,neighbors,grid,threshold
0,0,10889.274385667033,9,8,54,42912
2,1,10932.883762845799,9,8,54,42912
1,2,11056.749959226452,9,8,54,42912
3,3,10887.635491958043,9,8,54,42912
